코미디,박성광,7.06
애니메이션,신카이 마코토,8.28
드라마,민용근,8.67
드라마,스티븐 스필버그,8.83
애니메이션,이노우에 다케히코,9.44
액션,데이비드 F. 샌드버그,6.50
액션,다니엘 콴,7.78
